,,District,Commodity,Price (Rs/Quintal),Unit,Season
,,Lohardaga,Tomato,2306.68,Rs/Quintal,Kharif
,,Lohardaga,Wheat,2198.15,Rs/Quintal,Kharif
,,Pakur,Arhar (Tur),6514.34,Rs/Quintal,Kharif
,,Pakur,Gram (Chana),5676.37,Rs/Quintal,Kharif
,,Pakur,Maize,1345.9,Rs/Quintal,Kharif
,,Pakur,Mustard,6014.22,Rs/Quintal,Kharif
,,Pakur,Onion,1957.52,Rs/Quintal,Kharif
,,Pakur,Potato,1631.87,Rs/Quintal,Kharif
,,Pakur,Rice (Paddy),1534.36,Rs/Quintal,Kharif
,,Pakur,Sugarcane,311.24,Rs/Quintal,Kharif
,,Pakur,Tomato,2186.31,Rs/Quintal,Kharif
,,Pakur,Wheat,2079.32,Rs/Quintal,Kharif
,,Palamu,Arhar (Tur),6835.84,Rs/Quintal,Kharif
,,Palamu,Gram (Chana),5988.21,Rs/Quintal,Kharif
,,Palamu,Maize,1401.35,Rs/Quintal,Kharif
,,Palamu,Mustard,6372.54,Rs/Quintal,Kharif
,,Palamu,Onion,2122.52,Rs/Quintal,Kharif
,,Palamu,Potato,1763.37,Rs/Quintal,Kharif
,,Palamu,Rice (Paddy),1563.86,Rs/Quintal,Kharif
,,Palamu,Sugarcane,324.57,Rs/Quintal,Kharif
,,Palamu,Tomato,2259.91,Rs/Quintal,Kharif
,,Palamu,Wheat,2167.31,Rs/Quintal,Kharif
,,Ramgarh,Arhar (Tur),6991.61,Rs/Quintal,Kharif
,,Ramgarh,Gram (Chana),6059.52,Rs/Quintal,Kharif
,,Ramgarh,Maize,1392.42,Rs/Quintal,Kharif
,,Ramgarh,Mustard,6388.77,Rs/Quintal,Kharif
,,Ramgarh,Onion,2108,Rs/Quintal,Kharif
,,Ramgarh,Potato,1755.5,Rs/Quintal,Kharif
,,Ramgarh,Rice (Paddy),1584.4,Rs/Quintal,Kharif
,,Ramgarh,Sugarcane,326.23,Rs/Quintal,Kharif
,,Ramgarh,Tomato,2299.52,Rs/Quintal,Kharif
,,Ramgarh,Wheat,2210.64,Rs/Quintal,Kharif
,,Ranchi,Arhar (Tur),7375.32,Rs/Quintal,Kharif
,,Ranchi,Gram (Chana),6231.38,Rs/Quintal,Kharif
,,Ranchi,Maize,1483.88,Rs/Quintal,Kharif
,,Ranchi,Mustard,6642.72,Rs/Quintal,Kharif
,,Ranchi,Onion,2204.88,Rs/Quintal,Kharif
,,Ranchi,Potato,1866.96,Rs/Quintal,Kharif
,,Ranchi,Rice (Paddy),1660.61,Rs/Quintal,Kharif
,,Ranchi,Sugarcane,341.85,Rs/Quintal,Kharif
,,Ranchi,Tomato,2406.7,Rs/Quintal,Kharif
,,Ranchi,Wheat,2322.09,Rs/Quintal,Kharif
,,Sahebganj,Arhar (Tur),6906.61,Rs/Quintal,Kharif
,,Sahebganj,Gram (Chana),6066.96,Rs/Quintal,Kharif
,,Sahebganj,Maize,1442.17,Rs/Quintal,Kharif
,,Sahebganj,Mustard,6417.29,Rs/Quintal,Kharif
,,Sahebganj,Onion,2094.37,Rs/Quintal,Kharif
,,Sahebganj,Potato,1695.81,Rs/Quintal,Kharif
,,Sahebganj,Rice (Paddy),1554.07,Rs/Quintal,Kharif
,,Sahebganj,Sugarcane,324.3,Rs/Quintal,Kharif
,,Sahebganj,Tomato,2231.36,Rs/Quintal,Kharif
,,Sahebganj,Wheat,2208.9,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Arhar (Tur),6882.03,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Gram (Chana),5998.35,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Maize,1390.38,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Mustard,6408.79,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Onion,2094.64,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Potato,1762.89,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Rice (Paddy),1563.46,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Sugarcane,322.83,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Tomato,2387.21,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Wheat,2157.73,Rs/Quintal,Kharif
,,Simdega,Arhar (Tur),6598.55,Rs/Quintal,Kharif
,,Simdega,Gram (Chana),5719.87,Rs/Quintal,Kharif
,,Simdega,Maize,1320.71,Rs/Quintal,Kharif
,,Simdega,Mustard,6070.29,Rs/Quintal,Kharif
,,Simdega,Onion,1939.87,Rs/Quintal,Kharif
,,Simdega,Potato,1606.33,Rs/Quintal,Kharif
,,Simdega,Rice (Paddy),1477.46,Rs/Quintal,Kharif
,,Simdega,Sugarcane,303.38,Rs/Quintal,Kharif
,,Simdega,Tomato,2265.01,Rs/Quintal,Kharif
,,Simdega,Wheat,2104.99,Rs/Quintal,Kharif
,,West Singhbhum,Arhar (Tur),6831.59,Rs/Quintal,Kharif
,,West Singhbhum,Gram (Chana),6025.63,Rs/Quintal,Kharif
,,West Singhbhum,Maize,1392.76,Rs/Quintal,Kharif
,,West Singhbhum,Mustard,6262.76,Rs/Quintal,Kharif
,,West Singhbhum,Onion,2060.57,Rs/Quintal,Kharif
,,West Singhbhum,Potato,1759.76,Rs/Quintal,Kharif
,,West Singhbhum,Rice (Paddy),1584.12,Rs/Quintal,Kharif
,,West Singhbhum,Sugarcane,319.44,Rs/Quintal,Kharif
,,West Singhbhum,Tomato,2269.22,Rs/Quintal,Kharif
,,West Singhbhum,Wheat,2233.01,Rs/Quintal,Kharif
,,Bokaro,Arhar (Tur),7494.38,Rs/Quintal,Rabi
,,Bokaro,Gram (Chana),6633.44,Rs/Quintal,Rabi
,,Bokaro,Maize,2039.19,Rs/Quintal,Rabi
,,Bokaro,Mustard,6992.34,Rs/Quintal,Rabi
,,Bokaro,Onion,2332.28,Rs/Quintal,Rabi
,,Bokaro,Potato,1941.69,Rs/Quintal,Rabi
,,Bokaro,Rice (Paddy),1838.42,Rs/Quintal,Rabi
,,Bokaro,Sugarcane,355.09,Rs/Quintal,Rabi
,,Bokaro,Tomato,2471.83,Rs/Quintal,Rabi
,,Bokaro,Wheat,1926.55,Rs/Quintal,Rabi
,,Chatra,Arhar (Tur),7678.49,Rs/Quintal,Rabi
,,Chatra,Gram (Chana),6626.36,Rs/Quintal,Rabi
,,Chatra,Maize,2044.78,Rs/Quintal,Rabi
,,Chatra,Mustard,6994.32,Rs/Quintal,Rabi
,,Chatra,Onion,2266.35,Rs/Quintal,Rabi
,,Chatra,Potato,1883.36,Rs/Quintal,Rabi
,,Chatra,Rice (Paddy),1843.97,Rs/Quintal,Rabi
,,Chatra,Sugarcane,354.85,Rs/Quintal,Rabi
,,Chatra,Tomato,2605.75,Rs/Quintal,Rabi
,,Chatra,Wheat,1957.36,Rs/Quintal,Rabi
,,Deoghar,Arhar (Tur),7618.68,Rs/Quintal,Rabi
,,Deoghar,Gram (Chana),6637.11,Rs/Quintal,Rabi
,,Deoghar,Maize,2047.73,Rs/Quintal,Rabi
,,Deoghar,Mustard,6957.03,Rs/Quintal,Rabi
,,Deoghar,Onion,2270.77,Rs/Quintal,Rabi
,,Deoghar,Potato,1944.51,Rs/Quintal,Rabi
,,Deoghar,Rice (Paddy),1864.39,Rs/Quintal,Rabi
,,Deoghar,Sugarcane,354.77,Rs/Quintal,Rabi
,,Deoghar,Tomato,2514.52,Rs/Quintal,Rabi
,,Deoghar,Wheat,1946.39,Rs/Quintal,Rabi
,,Dhanbad,Arhar (Tur),7982.61,Rs/Quintal,Rabi
,,Dhanbad,Gram (Chana),6864.98,Rs/Quintal,Rabi
,,Dhanbad,Maize,2132.37,Rs/Quintal,Rabi
,,Dhanbad,Mustard,7347.24,Rs/Quintal,Rabi
,,Dhanbad,Onion,2361.65,Rs/Quintal,Rabi
,,Dhanbad,Potato,1951.25,Rs/Quintal,Rabi
,,Dhanbad,Rice (Paddy),1933.79,Rs/Quintal,Rabi
,,Dhanbad,Sugarcane,370.7,Rs/Quintal,Rabi
,,Dhanbad,Tomato,2647.96,Rs/Quintal,Rabi
,,Dhanbad,Wheat,2056.15,Rs/Quintal,Rabi
,,Dumka,Arhar (Tur),7272.19,Rs/Quintal,Rabi
,,Dumka,Gram (Chana),6238.76,Rs/Quintal,Rabi
,,Dumka,Maize,1940.8,Rs/Quintal,Rabi
,,Dumka,Mustard,6613.69,Rs/Quintal,Rabi
,,Dumka,Onion,2158.13,Rs/Quintal,Rabi
,,Dumka,Potato,1778.41,Rs/Quintal,Rabi
,,Dumka,Rice (Paddy),1794.02,Rs/Quintal,Rabi
,,Dumka,Sugarcane,337.37,Rs/Quintal,Rabi
,,Dumka,Tomato,2385.6,Rs/Quintal,Rabi
,,Dumka,Wheat,1892.21,Rs/Quintal,Rabi
,,East Singhbhum,Arhar (Tur),7669.66,Rs/Quintal,Rabi
,,East Singhbhum,Gram (Chana),6524.78,Rs/Quintal,Rabi
,,East Singhbhum,Maize,2015.25,Rs/Quintal,Rabi
,,East Singhbhum,Mustard,7001.94,Rs/Quintal,Rabi
,,East Singhbhum,Onion,2334.15,Rs/Quintal,Rabi
,,East Singhbhum,Potato,1854.05,Rs/Quintal,Rabi
,,East Singhbhum,Rice (Paddy),1852.26,Rs/Quintal,Rabi
,,East Singhbhum,Sugarcane,350.08,Rs/Quintal,Rabi
,,East Singhbhum,Tomato,2517.87,Rs/Quintal,Rabi
,,East Singhbhum,Wheat,1969.72,Rs/Quintal,Rabi
,,Garhwa,Arhar (Tur),7620.71,Rs/Quintal,Rabi
,,Garhwa,Gram (Chana),6558.84,Rs/Quintal,Rabi
,,Garhwa,Maize,2026.43,Rs/Quintal,Rabi
,,Garhwa,Mustard,6888.02,Rs/Quintal,Rabi
,,Garhwa,Onion,2316.68,Rs/Quintal,Rabi
,,Garhwa,Potato,1917.02,Rs/Quintal,Rabi
,,Garhwa,Rice (Paddy),1877.04,Rs/Quintal,Rabi
,,Garhwa,Sugarcane,351.83,Rs/Quintal,Rabi
,,Garhwa,Tomato,2556,Rs/Quintal,Rabi
,,Garhwa,Wheat,1978.54,Rs/Quintal,Rabi
,,Giridih,Arhar (Tur),7611.73,Rs/Quintal,Rabi
,,Giridih,Gram (Chana),6551.04,Rs/Quintal,Rabi
,,Giridih,Maize,2031.63,Rs/Quintal,Rabi
,,Giridih,Mustard,7016.15,Rs/Quintal,Rabi
,,Giridih,Onion,2321.27,Rs/Quintal,Rabi
,,Giridih,Potato,1937.2,Rs/Quintal,Rabi
,,Giridih,Rice (Paddy),1866.76,Rs/Quintal,Rabi
,,Giridih,Sugarcane,351.08,Rs/Quintal,Rabi
,,Giridih,Tomato,2494.86,Rs/Quintal,Rabi
,,Giridih,Wheat,1954.01,Rs/Quintal,Rabi
,,Godda,Arhar (Tur),7586.59,Rs/Quintal,Rabi
,,Godda,Gram (Chana),6590.57,Rs/Quintal,Rabi
,,Godda,Maize,2026.13,Rs/Quintal,Rabi
,,Godda,Mustard,6941.79,Rs/Quintal,Rabi
,,Godda,Onion,2332.63,Rs/Quintal,Rabi
,,Godda,Potato,1907.55,Rs/Quintal,Rabi
,,Godda,Rice (Paddy),1883.25,Rs/Quintal,Rabi
,,Godda,Sugarcane,356.21,Rs/Quintal,Rabi
,,Godda,Tomato,2606.72,Rs/Quintal,Rabi
,,Godda,Wheat,1979.18,Rs/Quintal,Rabi
,,Gumla,Arhar (Tur),7540.48,Rs/Quintal,Rabi
,,Gumla,Gram (Chana),6600.84,Rs/Quintal,Rabi
,,Gumla,Maize,2052.81,Rs/Quintal,Rabi
,,Gumla,Mustard,6921.23,Rs/Quintal,Rabi
,,Gumla,Onion,2318.19,Rs/Quintal,Rabi
,,Gumla,Potato,1872.7,Rs/Quintal,Rabi
,,Gumla,Rice (Paddy),1871.84,Rs/Quintal,Rabi
,,Gumla,Sugarcane,355.61,Rs/Quintal,Rabi
,,Gumla,Tomato,2513.54,Rs/Quintal,Rabi
,,Gumla,Wheat,1928.1,Rs/Quintal,Rabi
,,Hazaribagh,Arhar (Tur),7636.4,Rs/Quintal,Rabi
,,Hazaribagh,Gram (Chana),6593.04,Rs/Quintal,Rabi
,,Hazaribagh,Maize,2055.62,Rs/Quintal,Rabi
,,Hazaribagh,Mustard,6910.26,Rs/Quintal,Rabi
,,Hazaribagh,Onion,2303.64,Rs/Quintal,Rabi
,,Hazaribagh,Potato,1941.74,Rs/Quintal,Rabi
,,Hazaribagh,Rice (Paddy),1884.84,Rs/Quintal,Rabi
,,Hazaribagh,Sugarcane,350.74,Rs/Quintal,Rabi
,,Hazaribagh,Tomato,2466.2,Rs/Quintal,Rabi
,,Hazaribagh,Wheat,1932.4,Rs/Quintal,Rabi
,,Jamshedpur,Arhar (Tur),7887.73,Rs/Quintal,Rabi
,,Jamshedpur,Gram (Chana),6886,Rs/Quintal,Rabi
,,Jamshedpur,Maize,2111.78,Rs/Quintal,Rabi
,,Jamshedpur,Mustard,7362.69,Rs/Quintal,Rabi
,,Jamshedpur,Onion,2447.33,Rs/Quintal,Rabi
,,Jamshedpur,Potato,1965,Rs/Quintal,Rabi
,,Jamshedpur,Rice (Paddy),1965.87,Rs/Quintal,Rabi
,,Jamshedpur,Sugarcane,371.66,Rs/Quintal,Rabi
,,Jamshedpur,Tomato,2683.29,Rs/Quintal,Rabi
,,Jamshedpur,Wheat,2038.49,Rs/Quintal,Rabi
,,Jamtara,Arhar (Tur),7522.19,Rs/Quintal,Rabi
,,Jamtara,Gram (Chana),6527.02,Rs/Quintal,Rabi
,,Jamtara,Maize,2013.07,Rs/Quintal,Rabi
,,Jamtara,Mustard,6885.51,Rs/Quintal,Rabi
,,Jamtara,Onion,2275.46,Rs/Quintal,Rabi
,,Jamtara,Potato,1940.74,Rs/Quintal,Rabi
,,Jamtara,Rice (Paddy),1840.39,Rs/Quintal,Rabi
,,Jamtara,Sugarcane,353.71,Rs/Quintal,Rabi
,,Jamtara,Tomato,2496.5,Rs/Quintal,Rabi
,,Jamtara,Wheat,2002.26,Rs/Quintal,Rabi
,,Khunti,Arhar (Tur),7685.16,Rs/Quintal,Rabi
,,Khunti,Gram (Chana),6538.21,Rs/Quintal,Rabi
,,Khunti,Maize,2035.51,Rs/Quintal,Rabi
,,Khunti,Mustard,6901.16,Rs/Quintal,Rabi
,,Khunti,Onion,2332.71,Rs/Quintal,Rabi
,,Khunti,Potato,1930.5,Rs/Quintal,Rabi
,,Khunti,Rice (Paddy),1877.37,Rs/Quintal,Rabi
,,Khunti,Sugarcane,353.49,Rs/Quintal,Rabi
,,Khunti,Tomato,2570.82,Rs/Quintal,Rabi
,,Khunti,Wheat,1945.51,Rs/Quintal,Rabi
,,Koderma,Arhar (Tur),7508.02,Rs/Quintal,Rabi
,,Koderma,Gram (Chana),6538.94,Rs/Quintal,Rabi
,,Koderma,Maize,2052.48,Rs/Quintal,Rabi
,,Koderma,Mustard,6986.9,Rs/Quintal,Rabi
,,Koderma,Onion,2228.4,Rs/Quintal,Rabi
,,Koderma,Potato,1893.93,Rs/Quintal,Rabi
,,Koderma,Rice (Paddy),1850.72,Rs/Quintal,Rabi
,,Koderma,Sugarcane,355.42,Rs/Quintal,Rabi
,,Koderma,Tomato,2496.49,Rs/Quintal,Rabi
,,Koderma,Wheat,2001.15,Rs/Quintal,Rabi
,,Lohardaga,Arhar (Tur),7689.49,Rs/Quintal,Rabi
,,Lohardaga,Gram (Chana),6503.65,Rs/Quintal,Rabi
,,Lohardaga,Maize,2035.24,Rs/Quintal,Rabi
,,Lohardaga,Mustard,6890.53,Rs/Quintal,Rabi
,,Lohardaga,Onion,2317.88,Rs/Quintal,Rabi
,,Lohardaga,Potato,1920.15,Rs/Quintal,Rabi
,,Lohardaga,Rice (Paddy),1886.54,Rs/Quintal,Rabi
,,Lohardaga,Sugarcane,351.03,Rs/Quintal,Rabi
,,Lohardaga,Tomato,2595.04,Rs/Quintal,Rabi
,,Lohardaga,Wheat,1998.47,Rs/Quintal,Rabi
,,Pakur,Arhar (Tur),7277.09,Rs/Quintal,Rabi
,,Pakur,Gram (Chana),6315.98,Rs/Quintal,Rabi
,,Pakur,Maize,1947.39,Rs/Quintal,Rabi
,,Pakur,Mustard,6654.44,Rs/Quintal,Rabi
,,Pakur,Onion,2173.58,Rs/Quintal,Rabi
,,Pakur,Potato,1803.14,Rs/Quintal,Rabi
,,Pakur,Rice (Paddy),1785.42,Rs/Quintal,Rabi
,,Pakur,Sugarcane,333.12,Rs/Quintal,Rabi
,,Pakur,Tomato,2383.09,Rs/Quintal,Rabi
,,Pakur,Wheat,1840.89,Rs/Quintal,Rabi
,,Palamu,Arhar (Tur),7528.12,Rs/Quintal,Rabi
,,Palamu,Gram (Chana),6608.96,Rs/Quintal,Rabi
,,Palamu,Maize,2015.12,Rs/Quintal,Rabi
,,Palamu,Mustard,6932.17,Rs/Quintal,Rabi
,,Palamu,Onion,2323.56,Rs/Quintal,Rabi
,,Palamu,Potato,1906.37,Rs/Quintal,Rabi
,,Palamu,Rice (Paddy),1838.28,Rs/Quintal,Rabi
,,Palamu,Sugarcane,353.23,Rs/Quintal,Rabi
,,Palamu,Tomato,2496.53,Rs/Quintal,Rabi
,,Palamu,Wheat,2003.73,Rs/Quintal,Rabi
,,Ramgarh,Arhar (Tur),7513.08,Rs/Quintal,Rabi
,,Ramgarh,Gram (Chana),6604.75,Rs/Quintal,Rabi
,,Ramgarh,Maize,2056.08,Rs/Quintal,Rabi
,,Ramgarh,Mustard,7018.59,Rs/Quintal,Rabi
,,Ramgarh,Onion,2307.02,Rs/Quintal,Rabi
,,Ramgarh,Potato,1876.09,Rs/Quintal,Rabi
,,Ramgarh,Rice (Paddy),1870.95,Rs/Quintal,Rabi
,,Ramgarh,Sugarcane,349.52,Rs/Quintal,Rabi
,,Ramgarh,Tomato,2454.04,Rs/Quintal,Rabi
,,Ramgarh,Wheat,1954.12,Rs/Quintal,Rabi
,,Ranchi,Arhar (Tur),8000.87,Rs/Quintal,Rabi
,,Ranchi,Gram (Chana),6835.85,Rs/Quintal,Rabi
,,Ranchi,Maize,2143.88,Rs/Quintal,Rabi
,,Ranchi,Mustard,7316.82,Rs/Quintal,Rabi
,,Ranchi,Onion,2440.53,Rs/Quintal,Rabi
,,Ranchi,Potato,2022.11,Rs/Quintal,Rabi
,,Ranchi,Rice (Paddy),1936.94,Rs/Quintal,Rabi
,,Ranchi,Sugarcane,375.73,Rs/Quintal,Rabi
,,Ranchi,Tomato,2604.68,Rs/Quintal,Rabi
,,Ranchi,Wheat,2087.11,Rs/Quintal,Rabi
,,Sahebganj,Arhar (Tur),7584.63,Rs/Quintal,Rabi
,,Sahebganj,Gram (Chana),6619.49,Rs/Quintal,Rabi
,,Sahebganj,Maize,2004.6,Rs/Quintal,Rabi
,,Sahebganj,Mustard,7034.94,Rs/Quintal,Rabi
,,Sahebganj,Onion,2303.59,Rs/Quintal,Rabi
,,Sahebganj,Potato,1943.94,Rs/Quintal,Rabi
,,Sahebganj,Rice (Paddy),1870.14,Rs/Quintal,Rabi
,,Sahebganj,Sugarcane,356.37,Rs/Quintal,Rabi
,,Sahebganj,Tomato,2457.32,Rs/Quintal,Rabi
,,Sahebganj,Wheat,1980.22,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Arhar (Tur),7607.12,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Gram (Chana),6514.98,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Maize,2026.44,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Mustard,6989.41,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Onion,2312.7,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Potato,1924.03,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Rice (Paddy),1867.5,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Sugarcane,352.93,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Tomato,2525.84,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Wheat,1976.92,Rs/Quintal,Rabi
,,Simdega,Arhar (Tur),7124.74,Rs/Quintal,Rabi
,,Simdega,Gram (Chana),6230.17,Rs/Quintal,Rabi
,,Simdega,Maize,1920.74,Rs/Quintal,Rabi
,,Simdega,Mustard,6633.83,Rs/Quintal,Rabi
,,Simdega,Onion,2196.62,Rs/Quintal,Rabi
,,Simdega,Potato,1766.36,Rs/Quintal,Rabi
,,Simdega,Rice (Paddy),1761.17,Rs/Quintal,Rabi
,,Simdega,Sugarcane,333.18,Rs/Quintal,Rabi
,,Simdega,Tomato,2468.56,Rs/Quintal,Rabi
,,Simdega,Wheat,1854.68,Rs/Quintal,Rabi
,,West Singhbhum,Arhar (Tur),7561.62,Rs/Quintal,Rabi
,,West Singhbhum,Gram (Chana),6527.42,Rs/Quintal,Rabi
,,West Singhbhum,Maize,2032.09,Rs/Quintal,Rabi
,,West Singhbhum,Mustard,6869.08,Rs/Quintal,Rabi
,,West Singhbhum,Onion,2280.66,Rs/Quintal,Rabi
,,West Singhbhum,Potato,1901.2,Rs/Quintal,Rabi
,,West Singhbhum,Rice (Paddy),1848.3,Rs/Quintal,Rabi
,,West Singhbhum,Sugarcane,355.34,Rs/Quintal,Rabi
,,West Singhbhum,Tomato,2503.1,Rs/Quintal,Rabi
,,West Singhbhum,Wheat,1938.8,Rs/Quintal,Rabi
,,Bokaro,Arhar (Tur),6917.32,Rs/Quintal,Rabi
,,Bokaro,Gram (Chana),6037.71,Rs/Quintal,Rabi
,,Bokaro,Maize,1869.31,Rs/Quintal,Rabi
,,Bokaro,Mustard,6402.19,Rs/Quintal,Rabi
,,Bokaro,Onion,2294.9,Rs/Quintal,Rabi
,,Bokaro,Potato,1887.06,Rs/Quintal,Rabi
,,Bokaro,Rice (Paddy),2053.96,Rs/Quintal,Rabi
,,Bokaro,Sugarcane,318.75,Rs/Quintal,Rabi
,,Bokaro,Tomato,2475.2,Rs/Quintal,Rabi
,,Bokaro,Wheat,2218.43,Rs/Quintal,Rabi
,,Chatra,Arhar (Tur),6831.88,Rs/Quintal,Rabi
,,Chatra,Gram (Chana),6008.54,Rs/Quintal,Rabi
,,Chatra,Maize,1812.91,Rs/Quintal,Rabi
,,Chatra,Mustard,6357.03,Rs/Quintal,Rabi
,,Chatra,Onion,2222.52,Rs/Quintal,Rabi
,,Chatra,Potato,1850.38,Rs/Quintal,Rabi
,,Chatra,Rice (Paddy),2064.05,Rs/Quintal,Rabi
,,Chatra,Sugarcane,326.78,Rs/Quintal,Rabi
,,Chatra,Tomato,2470.9,Rs/Quintal,Rabi
,,Chatra,Wheat,2213.05,Rs/Quintal,Rabi
,,Deoghar,Arhar (Tur),6831.39,Rs/Quintal,Rabi
,,Deoghar,Gram (Chana),5911.98,Rs/Quintal,Rabi
,,Deoghar,Maize,1844.08,Rs/Quintal,Rabi
,,Deoghar,Mustard,6352.61,Rs/Quintal,Rabi
,,Deoghar,Onion,2319.79,Rs/Quintal,Rabi
,,Deoghar,Potato,1852.54,Rs/Quintal,Rabi
,,Deoghar,Rice (Paddy),2082.03,Rs/Quintal,Rabi
,,Deoghar,Sugarcane,317,Rs/Quintal,Rabi
,,Deoghar,Tomato,2487.6,Rs/Quintal,Rabi
,,Deoghar,Wheat,2172.66,Rs/Quintal,Rabi
,,Dhanbad,Arhar (Tur),7332.34,Rs/Quintal,Rabi
,,Dhanbad,Gram (Chana),6356.18,Rs/Quintal,Rabi
,,Dhanbad,Maize,1961.47,Rs/Quintal,Rabi
,,Dhanbad,Mustard,6725.69,Rs/Quintal,Rabi
,,Dhanbad,Onion,2343.81,Rs/Quintal,Rabi
,,Dhanbad,Potato,2013.27,Rs/Quintal,Rabi
,,Dhanbad,Rice (Paddy),2187.23,Rs/Quintal,Rabi
,,Dhanbad,Sugarcane,338.56,Rs/Quintal,Rabi
,,Dhanbad,Tomato,2618.93,Rs/Quintal,Rabi
,,Dhanbad,Wheat,2333.79,Rs/Quintal,Rabi
,,Dumka,Arhar (Tur),6480.24,Rs/Quintal,Rabi
,,Dumka,Gram (Chana),5760.56,Rs/Quintal,Rabi
,,Dumka,Maize,1725.1,Rs/Quintal,Rabi
,,Dumka,Mustard,5994.28,Rs/Quintal,Rabi
,,Dumka,Onion,2207.97,Rs/Quintal,Rabi
,,Dumka,Potato,1843.71,Rs/Quintal,Rabi
,,Dumka,Rice (Paddy),1979.36,Rs/Quintal,Rabi
,,Dumka,Sugarcane,308.48,Rs/Quintal,Rabi
,,Dumka,Tomato,2387.08,Rs/Quintal,Rabi
,,Dumka,Wheat,2089.95,Rs/Quintal,Rabi
,,East Singhbhum,Arhar (Tur),6838.5,Rs/Quintal,Rabi
,,East Singhbhum,Gram (Chana),6053,Rs/Quintal,Rabi
,,East Singhbhum,Maize,1861.2,Rs/Quintal,Rabi
,,East Singhbhum,Mustard,6262.68,Rs/Quintal,Rabi
,,East Singhbhum,Onion,2310.02,Rs/Quintal,Rabi
,,East Singhbhum,Potato,1914.53,Rs/Quintal,Rabi
,,East Singhbhum,Rice (Paddy),2094.96,Rs/Quintal,Rabi
,,East Singhbhum,Sugarcane,317.54,Rs/Quintal,Rabi
,,East Singhbhum,Tomato,2466.63,Rs/Quintal,Rabi
,,East Singhbhum,Wheat,2167.63,Rs/Quintal,Rabi
,,Garhwa,Arhar (Tur),6803.95,Rs/Quintal,Rabi
,,Garhwa,Gram (Chana),5987.57,Rs/Quintal,Rabi
,,Garhwa,Maize,1808.4,Rs/Quintal,Rabi
,,Garhwa,Mustard,6254.13,Rs/Quintal,Rabi
,,Garhwa,Onion,2229.59,Rs/Quintal,Rabi
,,Garhwa,Potato,1910.53,Rs/Quintal,Rabi
,,Garhwa,Rice (Paddy),2075.38,Rs/Quintal,Rabi
,,Garhwa,Sugarcane,322.23,Rs/Quintal,Rabi
,,Garhwa,Tomato,2493.2,Rs/Quintal,Rabi
,,Garhwa,Wheat,2147.99,Rs/Quintal,Rabi
,,Giridih,Arhar (Tur),6938.73,Rs/Quintal,Rabi
,,Giridih,Gram (Chana),5938.01,Rs/Quintal,Rabi
,,Giridih,Maize,1807.62,Rs/Quintal,Rabi
,,Giridih,Mustard,6283.5,Rs/Quintal,Rabi
,,Giridih,Onion,2233.13,Rs/Quintal,Rabi
,,Giridih,Potato,1849.52,Rs/Quintal,Rabi
,,Giridih,Rice (Paddy),2046.06,Rs/Quintal,Rabi
,,Giridih,Sugarcane,319.11,Rs/Quintal,Rabi
,,Giridih,Tomato,2528.66,Rs/Quintal,Rabi
,,Giridih,Wheat,2177.87,Rs/Quintal,Rabi
,,Godda,Arhar (Tur),6901.67,Rs/Quintal,Rabi
,,Godda,Gram (Chana),6016.88,Rs/Quintal,Rabi
,,Godda,Maize,1808.4,Rs/Quintal,Rabi
,,Godda,Mustard,6361,Rs/Quintal,Rabi
,,Godda,Onion,2333.46,Rs/Quintal,Rabi
,,Godda,Potato,1935.77,Rs/Quintal,Rabi
,,Godda,Rice (Paddy),2075.33,Rs/Quintal,Rabi
,,Godda,Sugarcane,325.61,Rs/Quintal,Rabi
,,Godda,Tomato,2596.55,Rs/Quintal,Rabi
,,Godda,Wheat,2221.5,Rs/Quintal,Rabi
,,Gumla,Arhar (Tur),6961.02,Rs/Quintal,Rabi
,,Gumla,Gram (Chana),5967.81,Rs/Quintal,Rabi
,,Gumla,Maize,1850.32,Rs/Quintal,Rabi
,,Gumla,Mustard,6254.46,Rs/Quintal,Rabi
,,Gumla,Onion,2261.91,Rs/Quintal,Rabi
,,Gumla,Potato,1894.17,Rs/Quintal,Rabi
,,Gumla,Rice (Paddy),2080.66,Rs/Quintal,Rabi
,,Gumla,Sugarcane,325.61,Rs/Quintal,Rabi
,,Gumla,Tomato,2466.37,Rs/Quintal,Rabi
